2023-10-02 11:06:52.409 [JavaFX Application Thread] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2023-10-02 11:06:52.471 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2023-10-02 11:06:52.486 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2023-10-02 11:06:52.570 [JavaFX Application Thread] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-10-02 11:07:03.902 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.902 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [dummy]
2023-10-02 11:07:03.902 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [3] - [2023-09-29T21:04:53.476197]
2023-10-02 11:07:03.903 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [4] - [dummy]
2023-10-02 11:07:03.903 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [5] - [dummy]
2023-10-02 11:07:03.903 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [6] - [dummy]
2023-10-02 11:07:03.905 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Done materializing entityInstance : persistence.model.Tour.logs.{element}#1
2023-10-02 11:07:03.906 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Reading element from row for collection [persistence.model.Tour.logs#1] -> org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.906 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.collection.internal.EagerCollectionAssembler@1f262cd9
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [2]
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Hydrated EntityKey (persistence.model.Tour.logs.{element}): 2
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : persistence.model.Tour.logs#1
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Created new entity instance [persistence.model.Tour.logs.{element}#2] : TourLog(id=2, tour=null, date=null, comment=null, difficulty=null, totalTime=null, rating=null)
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Found existing loading collection entry [persistence.model.Tour.logs#1]; using loading collection instance - org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.907 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Responsible for loading collection [persistence.model.Tour.logs#1] : org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [dummydsadsa]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [3] - [2023-09-29T21:04:57.212141]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [4] - [dummydsadsad]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [5] - [dumdsadsadmy]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [6] - [dummysadsada]
2023-10-02 11:07:03.908 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Done materializing entityInstance : persistence.model.Tour.logs.{element}#2
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Reading element from row for collection [persistence.model.Tour.logs#1] -> org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.collection.internal.EagerCollectionAssembler@1f262cd9
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [3]
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Hydrated EntityKey (persistence.model.Tour.logs.{element}): 3
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : persistence.model.Tour.logs#1
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Created new entity instance [persistence.model.Tour.logs.{element}#3] : TourLog(id=3, tour=null, date=null, comment=null, difficulty=null, totalTime=null, rating=null)
2023-10-02 11:07:03.909 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Found existing loading collection entry [persistence.model.Tour.logs#1]; using loading collection instance - org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Responsible for loading collection [persistence.model.Tour.logs#1] : org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [dummy]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [3] - [2023-09-29T21:04:53.476197]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [4] - [dummy]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [5] - [dummy]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [6] - [dummy]
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Done materializing entityInstance : persistence.model.Tour.logs.{element}#3
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Reading element from row for collection [persistence.model.Tour.logs#1] -> org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.910 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.collection.internal.EagerCollectionAssembler@1f262cd9
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [4]
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Hydrated EntityKey (persistence.model.Tour.logs.{element}): 4
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : persistence.model.Tour.logs#1
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Created new entity instance [persistence.model.Tour.logs.{element}#4] : TourLog(id=4, tour=null, date=null, comment=null, difficulty=null, totalTime=null, rating=null)
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Found existing loading collection entry [persistence.model.Tour.logs#1]; using loading collection instance - org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.911 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Responsible for loading collection [persistence.model.Tour.logs#1] : org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [dummydsadsa]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [3] - [2023-09-29T21:04:57.212141]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [4] - [dummydsadsad]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [5] - [dumdsadsadmy]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results - Extracted JDBC value [6] - [dummysadsada]
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) Done materializing entityInstance : persistence.model.Tour.logs.{element}#4
2023-10-02 11:07:03.912 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Reading element from row for collection [persistence.model.Tour.logs#1] -> org.hibernate.collection.spi.PersistentBag@1339422887
2023-10-02 11:07:03.913 [JavaFX Application Thread] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.collection.internal.EagerCollectionAssembler@1f262cd9
2023-10-02 11:07:03.915 [JavaFX Application Thread] DEBUG org.hibernate.sql.results.internal.ResultsHelper - Collection fully initialized: [persistence.model.Tour.logs#1]
2023-10-02 11:07:03.915 [JavaFX Application Thread] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - committing
2023-10-02 11:07:03.916 [JavaFX Application Thread] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Processing flush-time cascades
2023-10-02 11:07:03.934 [JavaFX Application Thread] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Dirty checking collections
2023-10-02 11:07:03.961 [JavaFX Application Thread] DEBUG org.hibernate.engine.internal.Collections - Collection found: [persistence.model.Tour.logs#1], was: [persistence.model.Tour.logs#1] (initialized)
2023-10-02 11:07:03.967 [JavaFX Application Thread] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 0 insertions, 0 updates, 0 deletions to 5 objects
2023-10-02 11:07:03.968 [JavaFX Application Thread] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 1 collections
2023-10-02 11:07:03.972 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - Listing entities:
2023-10-02 11:07:03.972 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - persistence.model.TourLog{date=2023-09-29T21:04:53.476197, difficulty=dummy, totalTime=dummy, rating=dummy, comment=dummy, id=1, tour=persistence.model.Tour#1}
2023-10-02 11:07:03.973 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - persistence.model.TourLog{date=2023-09-29T21:04:57.212141, difficulty=dummydsadsad, totalTime=dummysadsada, rating=dumdsadsadmy, comment=dummydsadsa, id=2, tour=persistence.model.Tour#1}
2023-10-02 11:07:03.974 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - persistence.model.Tour{estimatedTime=01:00, distance=742.994 km, startLocation=tirana, ratings=5, name=wewe, description=wqewq, transportType=bus, id=1, logs=[persistence.model.TourLog#1, persistence.model.TourLog#2, persistence.model.TourLog#3, persistence.model.TourLog#4], endLocation=vienna, routeInfo=sadsa}
2023-10-02 11:07:03.975 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - persistence.model.TourLog{date=2023-09-29T21:04:53.476197, difficulty=dummy, totalTime=dummy, rating=dummy, comment=dummy, id=3, tour=persistence.model.Tour#1}
2023-10-02 11:07:03.976 [JavaFX Application Thread] DEBUG org.hibernate.internal.util.EntityPrinter - persistence.model.TourLog{date=2023-09-29T21:04:57.212141, difficulty=dummydsadsad, totalTime=dummysadsada, rating=dumdsadsadmy, comment=dummydsadsa, id=4, tour=persistence.model.Tour#1}
2023-10-02 11:07:03.979 [JavaFX Application Thread] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2023-10-02 11:07:03.979 [JavaFX Application Thread] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2023-10-02 11:07:04.064 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2023-10-02 11:07:04.064 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2023-10-02 11:07:04.085 [JavaFX Application Thread] DEBUG org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver - Checking public/system identifiers `-//Hibernate/Hibernate Configuration DTD 3.0//EN`/`http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd` as DTD references
2023-10-02 11:07:04.096 [JavaFX Application Thread] DEBUG org.hibernate.boot.cfgxml.internal.JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
2023-10-02 11:07:04.206 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Resolving IdentifierGenerator instances will not use CDI as it was not configured
2023-10-02 11:07:04.208 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2023-10-02 11:07:04.209 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2023-10-02 11:07:04.210 [JavaFX Application Thread] DEBUG org.hibernate.orm.idgen.factory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2023-10-02 11:07:04.210 [JavaFX Application Thread] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2023-10-02 11:07:04.210 [JavaFX Application Thread] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2023-10-02 11:07:04.211 [JavaFX Application Thread] DEBUG org.hibernate.type.descriptor.jdbc.spi.JdbcTypeRegistry - addDescriptor(FloatTypeDescriptor) replaced previous registration(DoubleTypeDescriptor)
2023-10-02 11:07:04.211 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BasicTypeReference@e0ae9cc
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BasicTypeReference@e0ae9cc
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BasicTypeReference@e0ae9cc
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.BasicTypeReference@5a26d15
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration org.hibernate.type.NumericBooleanConverter -> org.hibernate.type.BasicTypeReference@5a26d15
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.BasicTypeReference@600d1ee3
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration org.hibernate.type.TrueFalseConverter -> org.hibernate.type.BasicTypeReference@600d1ee3
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.BasicTypeReference@2a59c3c8
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration org.hibernate.type.YesNoConverter -> org.hibernate.type.BasicTypeReference@2a59c3c8
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.BasicTypeReference@73441bc6
2023-10-02 11:07:04.212 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.BasicTypeReference@73441bc6
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.BasicTypeReference@73441bc6
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BasicTypeReference@65180a7e
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BasicTypeReference@65180a7e
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BasicTypeReference@65180a7e
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration binary_wrapper -> org.hibernate.type.BasicTypeReference@6d6afa38
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.BasicTypeReference@6d6afa38
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.BasicTypeReference@6d6afa38
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.BasicTypeReference@6d6afa38
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration image -> org.hibernate.type.BasicTypeReference@94923de
2023-10-02 11:07:04.213 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BasicTypeReference@5a00831a
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BasicTypeReference@5a00831a
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.BasicTypeReference@7fee39de
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob_wrapper -> org.hibernate.type.BasicTypeReference@45efa721
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.BasicTypeReference@5782b91
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.BasicTypeReference@5782b91
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.BasicTypeReference@5782b91
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.BasicTypeReference@5b3e7077
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration int -> org.hibernate.type.BasicTypeReference@5b3e7077
2023-10-02 11:07:04.214 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.BasicTypeReference@5b3e7077
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.BasicTypeReference@55908207
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.BasicTypeReference@55908207
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.BasicTypeReference@55908207
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.BasicTypeReference@6d7ef13b
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.BasicTypeReference@6d7ef13b
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.BasicTypeReference@6d7ef13b
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.BasicTypeReference@291e7ba6
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.BasicTypeReference@291e7ba6
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.BasicTypeReference@291e7ba6
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BasicTypeReference@18b0b3a
2023-10-02 11:07:04.215 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BasicTypeReference@18b0b3a
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BasicTypeReference@50da31b6
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BasicTypeReference@50da31b6
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration character -> org.hibernate.type.BasicTypeReference@4ab7f5bf
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration char -> org.hibernate.type.BasicTypeReference@4ab7f5bf
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.BasicTypeReference@4ab7f5bf
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration character_nchar -> org.hibernate.type.BasicTypeReference@10ae7404
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration string -> org.hibernate.type.BasicTypeReference@49256ff0
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.BasicTypeReference@49256ff0
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.BasicTypeReference@4873a0e3
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.BasicTypeReference@3d9cae5f
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.BasicTypeReference@3d9cae5f
2023-10-02 11:07:04.216 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.BasicTypeReference@3d9cae5f
2023-10-02 11:07:04.217 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.BasicTypeReference@5e71f3bc
2023-10-02 11:07:04.217 [JavaFX Application Thread] DEBUG org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.BasicTypeReference@5e71f3bc
